,idx,query,res
284,284,I will like to argue about the Electoral College. ,I would argue in favor of keeping the electoral college 
285,285,"Studnets, should go schools this is not matter do you want go home school or normal school. ","Allow studnets to have freedom in their life without having to be forced to do things,Students will have a wide variety of options and their limits are know through their experiences.    "
286,286,"Each candidate running for president in your state has his or her own group of electors. The electors are generally chosen by the candidate's political party, but state laws vary on how the electors are selected and what their responsiblities are....""(office of the federal register, source 1). ","Also it was like the first method to be used. In the first source ""What is the Electoral College"", the author gives some great information. The office states "" the electors are generally chosen by the candidate's political party, but state laws vary on how the electors are selected and what their resposibilities are"". In this statement the Office is stating on how whichever party a person might be in, the electoral college will come through. The reason is because each state has an Electoral college and those states are in differnet parties. If the state that a person might live in is Democrat then the electoral college will go for that party, and same thing for the Republican party. "
287,287,that would be unseen for there to be a computer of any such to even exist. ,Since it is computer what if hackers hijacked it? Or maybe it messed up because its computer made and the driver has no control? 
288,288,wrecks would be less common if the mechanics work on the cars they provide. Companies think to much of money so that would be the only problem. I mean sure they wold not make as much money as they would like to but people would be a lot more safe then they are. The money they make should go to the coverage of peoples cars.  ,"Driverless cars would both solve and cause problems in the future, should they become the norm. If not everyone could afford the new, expensive cars, who would be blamed for the car accidents that are bound to happen? Sports that include car racing, such as NASCAR, would be eliminated and thousands of people would be left without jobs and, potentially, on the streets. Though the new cars would create new jobs as well, they would also cause new thefts by employees in companies to better the flow of there income. Driverless cars would cause more problems than they would be worth in the long run. "
289,289,I just heard that you are trying to decide on a very big topic. I thought i would wright you a letter to let you know what I think. ,"A very popular topic that has been floating around in recent political conversations is the process, or in more familiar terms: fairness, in the steps used in the Electoral College to select a President for the United States of America. Or, perhaps ironically so, lack therfore of directly selecting a President. It is this particular topic that has inquired me to send you this letter regarding the upcoming debate: Should the Electoral College Stay Or Go?  Now don't get me wrong here: I legitimately don't believe anything I say could really have a major impact on any type of consideration towards this debate, I just hope you read this and ponder it's words to fully make a positive choice-whichever path you choose to side with in this. "
290,290,"If you are willing to vote, choose carefully and be percise with your answer. Don't let others get in your way, it's your choice and time, so express a political preference rather than deciding an election. ","When people go out of thier way to vote, they vote because they want to have a say in their potentially future. They vote for who they believe would lead our society and modern day world in the right direction. They would like to think that one vote could make a difference in a election, but with the Electoral College voters in presidential elections are people who want to express a political preference rather than vote who they actulally want to be president. "
291,291,Candidate what do you think of when I say that word well If I had to guess a said president. President that when  each party selects a president that the people  trust to help this Nation. ,"The president of the united states is one of the most powerful political leaders in the world and controls the faith of one of the wealthiest countrys on the planet. There have been many discussions on how to elect the president of such a great nation. The Electoral College,  the founding fathers established it in the constitution as a compromise between election of the president by a popular vote of qualified citizens. If its worked for over 200 years why change it. "
292,292,"Students know what to do so, If they want to take their time, online class is one of the best way to take their time. If I start taking online class I will save my time on the other hand I develop my knowledge. Fixing The way of i'm studying before. Most students are hated studying at home. They don't want to studying at home. Instead of studying they prefer to play games. But, If they have online class they starting study and they will fix their problem. That is better way to improve skills. Students become work hard and study hard. They will get good job. ","It decreases the time to finish work at home rather than at school. Most online school programs offer as much time as you need on an assignment. Although, once you've started one there is of course, a deadline. Attending online school at home is very benefitial in this reason because it would make it easier for the student. On that note, if a student were to be having trouble with an assignment online they would be able to turn it in once they have understood it completely or if not the student could move on to another subject and come back to it. That is what makes online school at home very helpful and beneficial. In a classroom that would not be possible, in some cases, they would have no other choice but to turn it when needed to and accept the consequences. "
293,293,A dispute over the outcome of an electoral college vote is possible it happened in 2000 but its less likely than a dispute over the popular vote the reason is that the winning candidates share of the electoral college invairably exceeds his share of the popular vote in 2012's election for example Obama received 61.7 percent of the electoral vote compared to 51.3 percent of the popular votes cast for him and Romney .  . . . because almost all states award electoral votes on a winner take all basis even a very slight plurality in a state creates a landslide electoral vote victory in that state A tie in the nationwide electoral vote is possible because the total number of votes 538 is an even number but it is higly unlikely .....  ,Certainty of outcome: A dispute over the outcome of an electoral college vote is possible-it happend in 2000-but it's less likely than a dispute over the popular group. 
294,294,"I love being able to go out on the sea and have fun will helpping people with there problems make me super happy and I wouldn't have this job if my friend didn't tell me about it. For example (the world war11) I got to go to many places like China, Europe, and Italy.  I was happy to help all this people with there problems and when we got to go on a ship, we had the opportunity to take turns to watch over the animals at night to feed them and to make sure that nothing bad is happening like fighting our the bottom of the ship is being filled up with water.  So I signed up to watch them and so I got the job. I had to stay up super late to watch them and to I went to tell the captin that every thing was okay and so on my way I slipped on some water and I fell.  I had almost fell overboared but I didn't, thanks to a peice of meatel on the side of the boat and i was happy that I didnt die. I am thankful that I am still alive after breaking my ribs, and slidding down a latter. I soon recovered and was back to the job and so we took all the animals back to were they were.  So we made a game place were they were. We played a whole bunch of games and we did are ruiten, until we had another jod were we had to go get animals and watch over them. I am thankful to be able to do this job with people who care about me and support me well this job.  I wonder what are next job will be? Will I break another bone in my body? Can I survie another animal watch? Will I survie breaking another bone in my body? I don't know if i can survie another bone in my boby that can be broken?  After about a month we get a call to go get some animals and so we went to go get them and I have to say it was a long ride to go to Teaxs and it was close to were my uncle lived and so we got there and there was a huge sand storm and so we had to go get alll the horses, and take them to the sea and then I relized that my uncle had this one horse and it did not like me at all. As we were getting the horses around I seen that horse. The captin asked me if I wanted to watch the animals that week and I said "", Yes I will'. So I was up all night watching all the horses and so I had to feed them. I was feed the one horse that hated me the most and it kicked me right in the neck as I was feeding him. I was out for a really long time and my best friend came down there and found me on the floor ""sleeping"". ","So you want to either go to the army or the navy and you need help with choosing, you love the land and the sea so thats not a problem. You go to ask your family they might be full ride or not they love you so they dont want you making a decision that could maybe cause you your life. Now, you ask your friends about it they say army because its cooler and you get to shoot guns. You realize they wern't much help so you ask a army man and a navy man, they tell you all the things you have to go through in training and in the real world, you think about all the posiblites and dangers for going into it you havent thought about when you asked your friends. "
295,295,"The Electoral college process consists of the selection of the electors, the meeting of the electors where they vote for President and Vice President, and the counting of electorals votes by Congress. The Electoral College consists of 538 electors. A majority of 270 electoral votes is required to elect the President. Under the 23rd Amendmentof the Constitution, the District of Columbia is allocated 3 electors and treated like a state for purposesof the Electoral College.  Each candidate running for President in your state has his or her own group of Electors.I know the electors are generally chosen by the candidate's politicail party, but state law vary on how the electors are selected and what their responsibilities are .. Also the Presidential election is geld every four years on the Tuesday after the first Monday in November. ","The Electoral College has served us for more than a century in determining our nation's new president. ""The Electoral College process consists of the selection of the electors, the meeting of the electors where they vote for President and Vice President, and the counting of the electoral votes by Congress,"" states the article ""What Is the Electoral College?"" written by the Office of the Federal Register. This means that we do not vote directly vote for our new president, but instead vote for electors that vote for a candidate running for office. Though many individuals are in favor of keeping the Electoral College, if kept, it will continue to cause problems in our nation. "
296,296,Some people may think this new technology may be an awesome technology ,"In reality, this technology continues to prove its many values, and it's evergrowing amount of benifits that completly overpower all the ideas that some may think its unnimportant. "
297,297,its a good process and it keeps us from having the problem of elections in which no candidates receives a majority of the votes cast. ,"In an election their really is a process of voting and voting again. Instead of couting the number of people who want a certain president and so on. We are viewed as a state and some states having more say than other even if the votes are in the same margin. This is the reason why some states are focused on more by the candidates and are heavily educated on the topic and given more attention than smaller states whose votes wont change much. an even bigger problem is te fact that most states operate on a winner-take-all basis so even a slight majority vote one way will give that person all of the votes. A very worrying prospect as expressed in source two is the possibility of a tie. in which the election would be given to the house of representatives. Each state only gets on vote so a representative representing 500,000 people would have as much say as representatives representing 35 million people. "
298,298,"The things that are wrong with use the electoral college is that is the person gets their votes for thir state the might just win because, the more the people that live there more of the votes that they might get. ","In large states, where this a majority of either republican or democrats, voters may think that if they are in the minority, and the other party will surely win the election, what's the point of voting. If there was no Electoral College, the votes that they put in could contribute to the greater pool of that parties voters, while with Electoral College the votes are pointless and basically disapear. That, to me, is robbing the citizens of the U.S. of thir right to vote. According to Richard A. Posner, the Electoral College restores some of the weight that the large states hold in a presidental election. However, the large states may not have all of one party and those other votes can really make a difference. "
299,299,When I get a good grade on my test and it is above 76 I am so happy that  I got a good grade on a test.  The reason I try to make good grades so I can go an stay at my friends house that is another reason I try to make good grades.  Another reason I like to keep my grades up is to be able to go to my moms house and that is one of my favorite places to go and stay. The other reasons I like to keep my grades up is so I don't get intruble so I do not have to do so much at the house and not being able to go fishing with my dad and that is another reason I like to get good grades. Another reason I like to get my grades up is so I can get to go to college. ,"This is one of the reasons students are inclined to come to school everyday. At least for me, one of the reasons why I enjoy attending school is because I get to see my friends. Due to homework and other extracurricular activities, school is the main place where I get to catch up with my friends; it is what makes going to school more interesting. Having friends at school can allow students to work together on the same assignments or school projects. Team based learning allows for all students to contribute to one task and work together in a way that will result in a good grade. "
300,300,"I have to tell that the idea of tell us about this cange and for give us the opportunity to let us tell you, our opinion is good. ","As we learn more about this topic we realize how rediculious this situation is. Obviously, going with popular vote is the best solution because we will finally be what everyone has been trying to do for decades, be equal. Sir, i hope you understand my årgument and really take into concideration what i have said. Our presidents make decisions for us everyday, dont you think its time me get to make one for ourselves? "
301,301,once in a while ytheir are times when popluar vote wins but electoral loses ,"According to an excerpt from  Mother Jones by Bradford Plumer most candidates focus on the ""swing"" states where it is close competiton.  In the case of tie in the electoral vote, the house of reprensentatives vote. This means one  vote represents the whole state. How is that fair for a state like Wyoming that has 500,000 voters? "
302,302,"Taking care of the animals was a great way for me to pass the time and helping my aunt Katie's farm made it alot easier. We arrived in Europe right after the pacific war. After Europe we packed our animals and headed up to Greece. I turned 18 before reaching greece so i was old enough to get drafted into the millitary, But they told me that i should just keep doing what im doing. The sea cowboys program is a great way to do millitary service to. . ","In the novel,  Educated, by Tara Westover, Tara's family did not allow her to go to public schools that were endorsed by the government. Instead, Tara was home schooled, inconsistently, by her mother, through her middle school years; but she primarily worked with her brothers and father in a junkyard. Westover and her family lived a simple, somewhat poor lifestyle in the mountains of Utah. Some families suffer from the same burdens and need their children to work on the farm or in the shop with them. Rather than quitting school altogether, the children could take online courses to receive the education required to build a better life for themselves, while at the same time, helping their family.  In the same way, not only would online courses allow students to fulfill duties to the family, such as working, students can also prioritize their hobbies and ambitions;. For example, in this generation, common teenagers gain fame and fortune from becoming social media influencers. This requires them to travel for meet and greets with fans, have tours, always take pictures, make videos and advertise products. Additionally, some athletes are apart of extremely competitive travel teams that require them to travel often for tournaments and competitions. Such extracurricular activities should not be given up because it interferes with school. Those activities are the passions and hobbies of some individuals and online schooling would allow them to get their education and participate in events they love.  "
303,303,"if it's gonna lead to a riot or people rising up to the company because of the computers, ""we want regular computers back not the stupid emotional ones anymore!"" u know... i would do the same thing as well.            ","I beieve that it is the right thing to do, and that all will benefit from the experience. At some point, many will realize that computers are smarter than humans in many ways. Even though many think that the computers will have internal failure and create issues, I do not think that is the case. Companies involved in this new technology will test the product far before the release of any of their final product. The last thing they want is to have a disaster of driverless car failure. The fact that people support these ideas rather than oppose them shows that the majority of the population will want these vehicles on the street. The advancements that are currently being made and the support of the public make a point. Completely driverless cars will be here soon, and it is only a matter of time before everyone is introduced. "
304,304,To me I like it if you all would let it be the popular vote not by some college. ,"If I had a choice between keeping the Electoral College or a popular Vote, I would pick a popular vote cause the Electoral College is pretty crashed and it really fair. I say give people a chance and let them vote.  Picking a pedigree plurality of votes from the Electoral College then from the Popular votes isnt fair based on us. No voters vote swings a national election,and in spite of that,about one-half the eligible American population did vote in the election of 2012,as said in pharagraph 23. I think that Voting for the popular vote would be better then Electoral College cause it would be the states vote instead of just a majority of peoples vote that only want a president that is not validated for success for us. "
305,305,then i feel lik that would seperte our world even moe ut this time is seperate from eachother from our closest friends and family because they would become our friends and they will become our family. i think if you want to end bulling and family problems etc. then is still not a good idea. like i said this still leads to segragation within ourseleves ,"So you want to either go to the army or the navy and you need help with choosing, you love the land and the sea so thats not a problem. You go to ask your family they might be full ride or not they love you so they dont want you making a decision that could maybe cause you your life. Now, you ask your friends about it they say army because its cooler and you get to shoot guns. You realize they wern't much help so you ask a army man and a navy man, they tell you all the things you have to go through in training and in the real world, you think about all the posiblites and dangers for going into it you havent thought about when you asked your friends. "
306,306,"Most people that I have seen have got into something just to say that they are in not because they want to help they, just want to make their self look good and thats not OK. We can't always force someone to do something they dont want to do. ","For example he/she is made to join an activity and they feel left out because everyone else has friends and are talking too people they make them feel bad because they are not a social person. Another example is say that may not be a very athletic person and thy have to participate in a sport that could also make them feel like they are forced to do something they would not like to do and make them feel uncomfortable as well ,and thats why I disagree with making people do extracurricular activity "
307,307,"I think that fellow citizens should have the advantages to car usage, because not everyone would feel comfortable ridding around in a bus or a train with lots of other people ","By limiting the amount that the citizens of the United States operate their vehicles, the condition of our environment's atmosphere will improve.  As stated in Source 1, ""and up to 50 percent in some car-intensive areas in the United States.""  This passage is referring to the amount of greenhouse gas emitted here in America because of passenger cars.  By not using car and taking advantage of other methods of transportation such as buses, walking, and riding a bike that number can be reduced significantly.  In the United States we are also learning from mistakes made by other countries and cities.  ""After days of near-record pollution,"" Source 2 says, ""Paris enforced a partial driving ban to clear the air of the global city.""  A lesson can be taken from Paris of how we do not want to end up in a situation like that.  By limiting our driving currently we can avoid having to take major steps to clean and clear our environment.  ""It will have beneficial implications for carbon emissions and the environment, since transportation is the second largest source of America's emissions, just behind power plants,"" a sociologist predicts in Source 4. "
308,308,"Driverless cars could be the next common technology among the human population like computers or phones.  From this, humanity will continue evolving and strive through conflicts similar to this subject.  However, another choice for us, individually is whether or not to accept change.        ","Younger generations of people in our modern world are becoming increasingly attuned to smart technology,with developments such as the smartphone, smart watch, etc. spreading throughout the nation. The introduction of a driverless car would further stimulate this already existing dependency, which could lead to problems down the road. "
309,309,"The best arguments in favor is the popular vote, but some canidates still lose from the presidency. ","The canidates hold off on campaigning in states they already know they have dominated the votes in, because there is no one region that can elect a president. This makes voter feel inferior, and discourage them from ""wasting"" their time voting. If we use the majority of votes way to establish the new president, it is more likely that they will decide to vote once again, since they feel as if their opinion once again matters "
310,310,By not letting kids play sports they will change school to a school that lets them play sports with a c average. ,"When considering whether or not to allow children to participate in sports or other activities without an average above a C, what one must remember is that everyone has their own strengths and weaknesses. Yes, many people excel in academics, but there are others, who math and science just don't click with them. By saying these more athletically inclined individuals cannot participate in their medium, you take away one of their great pleasures. Some kids get a rush when they find out they aced their midterm, but others take greater pleasure in scoring the winning touchdown or participating in a club where you help others. "
311,311,Policy 2 is an unfair unlike Policy 1 which give us a choice. ,decisions are rethought 
312,312,"Either one is wrong nor right. If I were to see it myself then I would say it looks like an alien's face. If there was some type of other evdience then thats when we know what it is. One clue isnt gonna help as much, unless we were to have more edvidence/ clues ","In conclusion, the face is just a natural landform. It may look like a head, but that is just because of the unusual shadows that the mesa has. If my co-workers and I thought this was actually proof of alien life, why would we hide it from you? What is the point in hiding that kind of information? "
313,313,The bad thing of this emotion recognition is that students with medical issues that affects their learning because of it affecting them from using technology. ,"The science of emotion recognition is complex and is becoming exponentially more complex the further a topic is being disscused. In the realm of arguing weather the use of emotional recognition technology should be used in a classroom can be a very difficult tquestion. On one side, you can say it may invade privacy, but on the other hand, it could help teachers see if students are understanding the topic. The question still lies on which one is more important for both the student and the teacher. "
314,314,People might agree with Car-free day. But i disagree with it. Now i will tell you three why I disagree. ,"Now, many will be able to disagree with me saying that, ""we need cars to drive long distances,"" or, ""I rather pay and have my own privacy then be with twenty people I don't know on a bus."" "
315,315,"Different people have different answers depending on what they mean. one example would be if you asked for a science question, the easiest answer would be... the perpendicularity of the potosytithsis crosses the bisector witch then the kinetic energy will bounce off the radios and hit the diameter witch then will colaps on the pythagerm therom,So now the genetic energy will explode like if it was uranium 232 witch then the servers will connect and create millions of nitros and million of galaxies will explode, all of these thing combined will make the Mississippi river,BUT I'M NOT DONE YET, after that is done the microwaves fusses and make the chemical reaction witch is using thermal energy ,so then the protons,electrons,neutrons,and the nukul s combines witch then you use length times wight and also height. So that brings us back to the question,""when people ask for advice they sometimes talk to more then one person."" So you see that the potato has nine lives and the cat has 1 what is the difference between the two. that one cannot die and the other one can ","In a school, there are clasrooms upon classrooms that are all teaching different, new, and exciting classes. When walking down a hallway, it is more than possible that the sounds of logorithmic functions could be taught to your left as Shakespeare might be being recited to your right. If you take a turn, one kid may be leaving his photography class to go take pictures for the yearbook while another may be returning from the restroom to go back to her chemistry class where she is studying saturated and unstaurated solutions. Despite the intense differences and varities of classes that there are at a high school, not every one of them is ""new"", ""different"", and ""exciting,"" as used previously to describe the classrooms scenes to all kids. Therefore, if it were at all possible that these kids could feel and want to be more engaged in their classes that take up a large portion of their week and youth, the way to do so should be evident in the classrooms. "
316,316,A large state gets more attention from Presidential candidates in a campaign then a small state does. ,"This might lead the small states to not vote because they feeel that they would not make a difference. Source #3 claim the following, "" So, other things being equal, a large state gets more attention from presidential candidates in a campaign than a small state does...."" When bigger states have more electoral votes, the candidates will be lead to thinking that if they get the bigger states, for example California who gets 55 electoral votes, to be in their favor then they might have a bigger chance at winning which will have the small states, like Hawaii who only gets 3 electoral votes, thinking that they have no say as to who gets to be their president. This claim is supported by source #3 when it is stated, ""  Knowing their vote will have no effect, they have less incentive to pay attention to the campaign than they would have if the president were picked by popular vote"". "
317,317,Most  counterclaims to my explanation is swing states ,Swing states 
318,318,It also helps the U.S by giving us a president. ,"seeking advice from multiple people can be extremely useful for a multitude of problems. From fixing a car that can't seem to stay fixed to not knowing who to vote for, multiple people giving advice can help a lot. The President of the United States has the cabinet, which is a group of people dedicated to giving the president advice. So, if there's a big problem that needs to get solved and the advice of one person isn't working, try one more person, and if that doesn't work, one more, if that doesn't work, keep going until it does, because there's a high chance that someone can help with whatever the problem is, even if it isn't your inner circle of friends or colleagues, the advice that you need could be close by and you could never even realize it, it could be at multiple points nearby, and you could never even know that several people is what you're looking for. Sometimes, if there's a puzzle with missing pieces, you need to ask multiple people to help solve the puzzle, because they could have the missing pieces in their pockets. "
319,319,"Also, it is possible for worker of the Electoral College to make a mistake in countung the counting the votes and to cause a big confussion in the votes but that is very highly impossible, if not impossible. ","In conclusion, the Electoral College should be replaced by the popular vote system as soon as possible. The Electoral College relies on archaic methods to make tallying votes simpler for the government, which results in problems. It's like the government is rounding the votes. The winner-takes-all method of the Electoral College can render a voter's vote completely useless, and it even allows representatives to vote for the presidential candidate that is against the voter's wills. Presidential candidates will not bother campaigning in states that are loyal to their adversary or are too small to be worth their time. While a single person's opinion might not seem important, or rounding votes seems ""easier,"" no corners should ever be cut when deciding who the leader of a nation with over 50 million citizens is, which is why the Electoral College should be replaced by the popular vote system.    "
320,320,''THE ELECTORAL COLLEGE IS A PROCESS NOT A PLACE THE FOUNDING FATHERS ESTABLISHED IT IN THE CONSTITUTION AS A COMPRIMISE BETWEEN ELECTION OF THE PRESIDENT BY VOTE IN CONGRESS AND ELECTIION OF THE PRESIDENT  BY A POPULAR  VOTE OF QUALIFIED CITIZENS''.THIS PROCESS CONSISTS OF 538 ELECTORS. ALSO EACH CANDIDATE RUNNING FOR PRESIDENT IN YOUR STATEHAS HIS OR HER OWN GROUP OF ELECTORS. ,"""The Electoral College is a process, not a place. The founding fathers established it in the Constitution as a compromise between election of the President by a vote in Congress and election of the President by a popular vote of qualified citizens""(Office of the Federal Register1). Thus, the Electoral College is a balance of votes that includes many different sources for which the President is elected "
321,321,There was no technology back when the Mona Lisa was made. They had pictures and the picture showed emotion. There are some people that can see the emotions of people and some are herd to see then others. ,"Leonardo Da Vinci was one of the greatest reniassance painters of the time. His study of the human anatomy allowed him to create pictures that captured the humna state. On of his most well known paintings is the ""Mona Lisa"". The Mona Lisa is a women that has sort of complacent facial features. She doesn't really look happy or sad. This was the popular thought up until a new technology was created. This technology is called the Facial Action Coding System. This technology is able to deduce what emotion a person is feeling. It is able to do this whothout the person even showing an obvious emotion. This technology can also be implenmented in many spheres of life, including in the classroom. "
322,322,some people can not do some thing like some people can not do sports like working want people some work just there self some teacher don't do activity the principal don't why should the student do some just not that good what. ,"For example he/she is made to join an activity and they feel left out because everyone else has friends and are talking too people they make them feel bad because they are not a social person. Another example is say that may not be a very athletic person and thy have to participate in a sport that could also make them feel like they are forced to do something they would not like to do and make them feel uncomfortable as well ,and thats why I disagree with making people do extracurricular activity "
323,323,I'm a scientist and there are some explanation to why this face exsict on both sides ,"Emotion is in the brain, not the heart. The way the FACS understands emoion is simple. It maps out a 3-D model of the face, looks at the shape and positoin of all the muscles, then it associates the different facial movements with differet emotion. For example, your orbicularis oris (muscles around your mouth) tighten your lips to show when you are angry. It even works when a person it trying to mask emotions. During a fake smile, the zygomatic major stretches the mouth sidways, while in a real smile the zygomatic major lifts the corners of the mouth. These examples can show how science IS able to understand emotoin, probaly better than most humans. Arguments that use that falshood, that science is unable to understand emotion, is completly false. "
324,324,think about i kid who like to play sports would only have to do the minimal amount of work to do what they love if u put it up to a B kids who play sports would have to try harder to do what they love that would improve test scores for the school and help a lot of things.  and look at how many kid play sport u could make more sports so more kids would want to join the sports and then more kids would have to try to get better grades to do the sport they love it would also help no child left behind law by improving test scores so u can get better funding for your school and the funds could go to the sports so more people would want to play them so more people would have to get there grades up witch would improve more test scores so u could aford good things for the sch ,"More students might get better grades because they have something to work for. This could open up students to a new way of learning. Students might notice that they have done so well just to play sports, that they might as well keep it up. More parents will be proud and students will get what they want. Students will learn that they must work hard to earn something. This could help them carry on in their lives an successful people. Just one situation can lead to great things. This will teach students to value hard work and dedication when trying to pursue a goal or dream. More students might understand why their parents work so hard everyday to support them. Parents are working hard to pursue their goal of raising a child that will succeed in life. "
325,325,The challenge of exploring venus is so one knows what is there. Pluse no one knows anything about it soneone would have to go. Then agian it would take forver to get there and there whould be no air maybe bc its in space. ,"Exploring Venus would a beinificail and woth while scientific endver. Over the years Venus has been a topic of study due to its earth like qualites. The temperature of Venus is not as freindly to humans as our own atmosphereVenus is one the closest planets to own planet than most others. Lastly, the exploration of venus can be the next ground breaking scientific discovery yet. "
326,326,"It keeps a steady stream when it comes time to vote because aslong as someone had 270 votes you know thats who will get picked. so why try changing that and have a whole new system put in and then not know what to do when it comes time to vote. And what if the new system dosent work, what if the new way of the voting process messes with the tallys and they come out wrong and no one will get picked, unlike the other way when u know everything will come out right and u know that we will have a president. I think its fair that they have it set at 270 for voting that way everyone havs a chance to vote instead of it being so low that only a few people get to vote before they shut it down because they have reached there number of tallys that they need.  So if they change the number of tallys that a president needs to become president that will be stupid and people will act out on it because they wont think its right, and because the people who didnt vote will not like the fact that they didnt get to put there vote f in before they stoped the voting and because they meet the number that they needed. Its a vote why do they need to title it as a the vote of a president or a popular vote of a president. Why not just vote for there just electors instead of saying vote for your candidate when really you are just voting for the electors. If you are voting for a certin thing there is no reason that u have to re-word it just to vote, if you are voting for something do it the right way instead of changing stuff and making it seem one way when really its the other way. Why should the electoral get just as much as the winning presindent? They are not doing as much as the president  and who is helping him out.. so they should not get the same reword.    ","Since most of the big states already have their votes planned out on who is going to win them over, president-to-be's don't try to persuade them because they know they have those votes. Mostly they try to change the swing states, or the smaller states because they could change from Democratic to Republican during anytime in the election. If everyone had a say in the election, more people would be inclined to vote and there would be more input into who became the next 4 year leader of this nation. "
327,327,"because this nation called the united sates is a democracy it is ruled for the people and by the people, when the government descides to go by the electoral college votes thats not ruling by the people because our nation dosent only consists of 538 electors we each have our own voices. we consists of 50 states all together if the government cant conduct electoral colleges in each state then it shouldnt be around in the first, we the people all have different opinions and outlooks on the universe it shouldnt only be counted for about 538 electors it unfair. and god knows where the electoral colleges are held and if they are being completely fair to everyone their are their all ethnicities from all over the nation, is it normal people that have nine to five jobs so they understand the struggles of an average person making 60,000 dollars a year, or are they picking business men and housewives that live in suburben neighborhoods. The nation have been completely blind sided by these things its just a scapegoat on picking the right president in their eyes and not in the peoples eyes. ","First a president should be chosen by the people, seeing our county is a democracy meaning that we elect representatives to rule for us, a popular vote fits the sene a bit more than an electoral vote "
328,328,Luke wants to be a segoing cowboy because he likes to travel the seas and he also likes to be a cowboy. Another reason is because he wants to have fun as a cowboy and he really wants to go travel the seas. He wants to have fun because he never has fun at his house so that is why he wants to have some fun. His house is probably boring so that is also why he wants to go outside and have some fun at the program because he wants to get out of his house and have fun. He wants to go outside and do the program so he can be a cowboy and have fun. ,You should become a Seagoing Cowboy for sure! If you like animals and travling this is the job for you! You can have so much adventure you would'nt even know what to do with it! This generation needs to carry on with the Seagoing Cowboys! To help animals and more! One day we will need your help more than ever! We need this to keep going with the Seagoing Cowboys! He even know himself it was an opportunity of a lifetime.        
329,329,why make them do something that they wont even enjoy . I f the students don't enjoy what their doing then they wont understand the lesson that they are suppose to learn from the experience. ,"Others may argue that with more freedom, a student might not stick to what they what they are supposed to learn "
330,330,Im all for the values of using this new emotion technology because you tell if people are faking a smile. You can tell because when you fake it you dont use the same muscles as when you really smile. When you fake smile the muscles you use are zygomatic major that make your mouth stretche sideways and the risori. But when you really smile you use the muscles called zygomatic major that begin at your cheek bones and life the corners of your mouth. The other muscle you use is called orbicularis oculi pars palpabraeus which makes crow's-feet around your eyes.  ,"Emotion is in the brain, not the heart. The way the FACS understands emoion is simple. It maps out a 3-D model of the face, looks at the shape and positoin of all the muscles, then it associates the different facial movements with differet emotion. For example, your orbicularis oris (muscles around your mouth) tighten your lips to show when you are angry. It even works when a person it trying to mask emotions. During a fake smile, the zygomatic major stretches the mouth sidways, while in a real smile the zygomatic major lifts the corners of the mouth. These examples can show how science IS able to understand emotoin, probaly better than most humans. Arguments that use that falshood, that science is unable to understand emotion, is completly false. "
331,331,"The software is the latest innovation from prof,Thomas Huang if the Beckman Institute for Advanced Science at the University OF  lllinois.""Some day I want be like him,He is my idol from now. Also If someone ask me who would I want to meet right now,I would say"" I want to meet with Dr. Huang"". ","In the excerpt, ""The software is the latest innovation from Prof. Thomas Huang, of the Beckham Institute for Advanvced Science at the University of Illinois, working in collaboration with Prof. Nicu Sebe of the University of Amsterdam,"" shows just how recent this technology is. (D'Alto 1). With this in mind, if students were able to be introduced and subject to this technology, there could be future scientist that want to further improve this technology and, until then, would be more involved in it's place at school. (D'Alto 1). Also, due to the fact that this technology is not only limited to the classroom, it is then evident that other jobs could be produced out of this technology being in the classroom, sparking interest in young and vulnerable students. As the author includes, ""The same technology can make computer-animated faces more expressive--for video games or video surgery,"" it is showsn just exactly how various the fields are that this technology could be used in. (D'Alto 6). Whether a kid is devoted to learning about medicne or engrossed in playing games, it has been shown that this technology in the classrooms would expose these kids to it's capabilities and potentially create a passion. (D'Alto 6). Therefore, by including this technolgy in the classroom with it's own purpose, the students would be subject to technolgy that is blooming in several fields and could easily inspire a child to become something that utilizes this technology in their future. "
