,idx,query,res
262,262,"The American people thought they were lucky that 2000 fiaso was the biggest crisis in a century. The state legislatures are responsible for the picking electors. So maybe it was there fault, all I'll tell you this, they were not very lucky ","The writer states, ""The American people should consider themselves lucky that the 2000 fiasco was the biggest election crisis in a century; the system allows for much worse"" (Plumer). This disaster was not the first disaster to happen in the system. According to Plumer, the system has had much more effect and damage on the United States and this should not be repeated again."
263,263,striving to meet the challenge presented by venus has value. because human curiosty will likely lead us into many equally intimidating enveavors. travelers on earth and beyond should not be limited by danger to explore venus more. venus should be expanded to help meet the edges of imagination and inovation.  ,"""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors"" (The Challenge 8). This evidence is only given in the last paragraph of the article and is not mentioned anywhere else. Also, the author lists many of the dangers of traveling to Venus, but does not dictate why it is worth the risk of exploring the planet."
264,264,but if they think about it instead of waisting your time just guessing what their emotions are you would know if they use the proper techonology. They had made a process that began when the computer constructed a 3-D computer model of the face and it showed that all 44 major muscles in the model must move like human muscles. ,". The age of computers is inescapable, but it doesn't have to be. Instead of computer analyzed emotional connection, people should put their phones down and ask each other how they are. Not every person wants their emotions analyzed, especially in schools."
265,265,"but, either way the method of selecting the president may turn off potential voters for a candidate who has no hope of carrying their state anyways. ","The Electoral College method may turn off potential voters for a candidate who has no hope of carrying their state. The fact that they feel their vote has no effect, they pay less attention to the campaign than they would have if the president were picked by popular vote."
266,266,The tem relalized that there were no aliens after all. ,"I believe I have brought forth enough evidence to change your opinion or strengthen your opionion that there was no alien lifeforms yet found on Mars. It does look like it could be from another living organism, but it's just a rock on the planet."
267,267,It would also be better because the kid can talk their friends on the other side of the building. ,"In high school, it is better to give students more freedom because in their careers they will not always have someone telling them what to do every step of the way and they will have to think for themselves. In a student's home they have access to toys and electronics such as phones, televisions, and computers"
268,268,"The ""Face on Mars"" has become popular. ","The ""Face on Mars"" is not a face, it is a natural landform that was wrongly perceived by the public. It has starred in a Hollywood film, apperered in books, magazines, and even radio shows."
269,269,The one thing it didn't mention in the artical was his family where were they the whole time Luke was on board.  The artical never mentioned a mom or dad.  Was Luke alone with no communication skills. ,"The narrator is trying to get advice from different people because they've seen how screwed up our world is right know and I've had trouble trusting people in public, what their parents always tells them is to welcome everyone"
270,270,simplified electronics ,". The author continously offers alternatives for exploration. He does this is paragraphs' 5,6, and 7 where he gives examples of organizations that are working towards this exploration. However in all of the paragraphs, the author seems to only be giving ""what if"" scenarios or in some cases just simple ideas that have been thought about and are possibly being examined. He fails to provide any real data or statistics for these things, except when he mentions the simplified electronics in paragraph 7"
271,271,"eventually i got a call from NASA they wanted me to join them. They said my work was outstanding and they would love to work with me, my immediate answer was yes. My immediate answer was yes because NASA was my dream job even when i was younger i wanted to be in NASA.  ","Doing an extracurricular activity gives kids a chance to branch out in their community, and make great friends along the way, that'll possibly stick beside them for a lifetime.. Join the sea cowboy program because it would be a learning experience for all"
272,272,they will make friends ,make friends while on a team or a club. Join an extracurricular activity. Join a sports or clubs. join a public school if they want to make lifelong friends and interact with people in the real world.
273,273,"we shouldn't be held to that by other people and their threats. We should be the ones to care for our grade ,and if it gets too low we should take responsibility and take ourselves out of sports. ","Take responsibility for our grade,and if it gets too low we should take responsibility and take ourselves out of sports.. Don't let a student's grade decide if he can or can't compete in sports. Listen to what other people have to say if you have a problem or issue that you believe needs a second opinion"
274,274,Now if it was for an expermint to see how you are really feeling then go ahead ,". Facial Action Coding System is an invasion of privacy.. If a student is feeling sad or feeling stressed about home problems which they are trying to conceal, then the technology detects this and displays it for the teacher and the electronic lesson to see. If you just ask one person for their opinion on your situation, they might agree with you."
275,275,Studying venus would be really interesting but venus is hard to study because it´s dangerous and it has really high pressure.  ,"The author of ""The Challenge of Exploring Venus"" suggests that studying Venus is a worthy pursuit because Venus is interesting, helpful, and it is safe. Venus is one of the most challenging planets to examine due to its very extreme environment."
276,276,", and you can tell by thier face exprestion or by the actions they do through out the day..In paragraph three it's showing us by saying ""  raise your eyebrows when you're suprise ; your orbicularis oris (around your mouth)tighten your lips to show anger"" every person that i know off knows that . ","The Facial Action Coding System takes away peoples freedom of when they want to express what they are feeling if anyone can just use a face scanning system on them. ""Imagine being able to detect exaclty how other people are feeling, even when they are trying to hide their emotions"
277,277,"please go find a passion because you cant keep doing this and wasting your life away. Go water some plants, and make your bed, or make another persons bed. Just do somethign else other that sit here and read a bunch of essays that a essentially meaning less. You need something more in life and i do as well ","You need something more in life and i do as well context: Sports and activities are a passion for people that runs through their veins like nobody's business. So, what would be the benefit of the school taking that away? Nothing. Children get involved in activities because they love it and they would rather do nothing about it because there are no jobs that they can take. People are being laid-off from their jobs which are leading to those events. If we have community service we will be able to make sure [...]"
278,278,I honestly think it has been made up by an illusion. ,"The ""Face on Mars"" isn't real at all! It's just a natural landform by having the shadows covering up most of the landform making it appear as a face. The author shows that the huge rock formation, which resembles"
279,279,"Which is not every fair some people are'nt as rih as others so they sould'nt descrimate people by the way they look or dress. Because for all you know they look gurst so your not going to try and listen or understand where they came from. But they could be President material they just dont have the outter look, that everyones looking for.""Don't judge a book by it cover."" ",Ask more than one person before making a choice. Understand that there are always two sides to a story. Ask multiple people before doing something. Understand the difference between good and bad opinions. Listen to others' opinions Don't be afraid to ask for a second opinion
280,280,If they dont get to choose there leader than there is no point in doing this stuff at all. This should be a real democracy and let the people vote. ,"The Electoral College gives no voice to the people and is considered by many to be a non-democratic way of voting and is often referred to anachronism. Today, it is a struggle to encourage people to vote and be present on election day because no one feels like their vote matters. People say that one vote doesn't make a difference and that there is no point in filling out a ballot if it has no real affect on which candidate is chosen"
281,281,Venus is some times closer to Earth the Mars is humans have send spacecafts to land on Venus but one thing about the dangers no human shoukd go it would be something to look in too. ,"Venus is at times the closest planet to Earth as ""Earth, Venus and Mars, our other planetary neighbor, orbit the sun at different speeds,"" (2). This could be extremely beneficial to both the inhabitants of earth and for future space travel because Venus will sometimes be our ""nearest option for a planetary visit, a crucial consideration given the long time frames of space travel,"" (4)."
282,282,"If we used democracy, only 51% of voters would be needed. But with Electoral Votes, it keeps little states from having too much power and say. ",. The Electoral College should be rid of. The process is not democratic and misrepresents voting citizens in more ways than one. If voters were able to directly vote for canidates then more states would actively engage in the campaign and all people would be represented equally.
283,283,Then their parents could be proud of them for how good they did on that sport. ,"Do an activity that helps people be better, and could help the students of the school be better as well.. Get advice from people who have played the sport for a long time. Make them believe they wont be successful without playing the sport they love. Have good friends throughout middle school and high school"
284,284,I will like to argue about the Electoral College. ,"I am writing to the state senator of florida to argue in favor of keeping the Electoral College. Why?. First of all, I would like to start by saying that the  electoral college is helpful to avoid problems where no candidate got a majority.."
285,285,"Studnets, should go schools this is not matter do you want go home school or normal school. ",. Allow studnets to have freedom in their life without having to be forced to do things.. Do you want to stay at home? There's a lot of countries around the world where schools offer distance learning. Distance learning can either be online courses or video conferencing.
286,286,"Each candidate running for president in your state has his or her own group of electors. The electors are generally chosen by the candidate's political party, but state laws vary on how the electors are selected and what their responsiblities are....""(office of the federal register, source 1). ","The electors are generally chosen by the candidate's political party, but state laws vary on how the electores are selected and what their responsiblities are...."" (office of the federal register, source 1). context: By this the number is much smaller since each country is weighed and is worth certain points"
287,287,that would be unseen for there to be a computer of any such to even exist. ,"a driverless car that could cause it to crash or lead the car into an area the driver in unfamiliar with because they're not paying attention. This creates the idea in the reader's head that studying Venus is impossible, which greatly weakens the author's claim."
288,288,wrecks would be less common if the mechanics work on the cars they provide. Companies think to much of money so that would be the only problem. I mean sure they wold not make as much money as they would like to but people would be a lot more safe then they are. The money they make should go to the coverage of peoples cars.  ,"What if we could have driverless cars, cars that could not only make the world a better place, but also prove how amazing our technology is.. Let's say someone is in a wreck and later come to find the car had failed them, who is responsible now? The manufacturer"
289,289,I just heard that you are trying to decide on a very big topic. I thought i would wright you a letter to let you know what I think. ,Asking more than one person for advice on a subject can help you make the right choice. Asking multiple people's opinions can get more than just one new idea that isn't one of their own. Talking to others can provide you with an immense amount of stuff you didnt talk about
290,290,"If you are willing to vote, choose carefully and be percise with your answer. Don't let others get in your way, it's your choice and time, so express a political preference rather than deciding an election. ","Don't let others get in your way, it's your choice and time, so express a political preference rather than deciding an election. Do it for your own sake. If you want to make a difference, be on my side, and we can. Together."
291,291,Candidate what do you think of when I say that word well If I had to guess a said president. President that when  each party selects a president that the people  trust to help this Nation. ,"If I had to guess a said president. President that when each party selects a president that the people trust to help this Nation. context: Each party select a slate of electors trusted to vote for the party's nominee,"
292,292,"Students know what to do so, If they want to take their time, online class is one of the best way to take their time. If I start taking online class I will save my time on the other hand I develop my knowledge. Fixing The way of i'm studying before. Most students are hated studying at home. They don't want to studying at home. Instead of studying they prefer to play games. But, If they have online class they starting study and they will fix their problem. That is better way to improve skills. Students become work hard and study hard. They will get good job. ","Take online classes if you want to take your time.. Take free time to explore career choices and other things that interest you. Work on their own time. Learn to balance school, extracurricular activities, and a job. Develop initiative and independence multitasking"
293,293,A dispute over the outcome of an electoral college vote is possible it happened in 2000 but its less likely than a dispute over the popular vote the reason is that the winning candidates share of the electoral college invairably exceeds his share of the popular vote in 2012's election for example Obama received 61.7 percent of the electoral vote compared to 51.3 percent of the popular votes cast for him and Romney .  . . . because almost all states award electoral votes on a winner take all basis even a very slight plurality in a state creates a landslide electoral vote victory in that state A tie in the nationwide electoral vote is possible because the total number of votes 538 is an even number but it is higly unlikely .....  ,"Under the electoral college system, voters vote not for president, but for a slate of electors, who in turn elect the president. a dispute over the outcome of an elecoral college vote is possible, it happend in 2000 but, its less likely"
294,294,"I love being able to go out on the sea and have fun will helpping people with there problems make me super happy and I wouldn't have this job if my friend didn't tell me about it. For example (the world war11) I got to go to many places like China, Europe, and Italy.  I was happy to help all this people with there problems and when we got to go on a ship, we had the opportunity to take turns to watch over the animals at night to feed them and to make sure that nothing bad is happening like fighting our the bottom of the ship is being filled up with water.  So I signed up to watch them and so I got the job. I had to stay up super late to watch them and to I went to tell the captin that every thing was okay and so on my way I slipped on some water and I fell.  I had almost fell overboared but I didn't, thanks to a peice of meatel on the side of the boat and i was happy that I didnt die. I am thankful that I am still alive after breaking my ribs, and slidding down a latter. I soon recovered and was back to the job and so we took all the animals back to were they were.  So we made a game place were they were. We played a whole bunch of games and we did are ruiten, until we had another jod were we had to go get animals and watch over them. I am thankful to be able to do this job with people who care about me and support me well this job.  I wonder what are next job will be? Will I break another bone in my body? Can I survie another animal watch? Will I survie breaking another bone in my body? I don't know if i can survie another bone in my boby that can be broken?  After about a month we get a call to go get some animals and so we went to go get them and I have to say it was a long ride to go to Teaxs and it was close to were my uncle lived and so we got there and there was a huge sand storm and so we had to go get alll the horses, and take them to the sea and then I relized that my uncle had this one horse and it did not like me at all. As we were getting the horses around I seen that horse. The captin asked me if I wanted to watch the animals that week and I said "", Yes I will'. So I was up all night watching all the horses and so I had to feed them. I was feed the one horse that hated me the most and it kicked me right in the neck as I was feeding him. I was out for a really long time and my best friend came down there and found me on the floor ""sleeping"". ","Ask multiple people for advice.. You share the same interests, and liking the same things as someone else is a good way to bond and socialize with people. Meet a lot of people through after-school volleyball, and I am still friends with most of them to this day."
295,295,"The Electoral college process consists of the selection of the electors, the meeting of the electors where they vote for President and Vice President, and the counting of electorals votes by Congress. The Electoral College consists of 538 electors. A majority of 270 electoral votes is required to elect the President. Under the 23rd Amendmentof the Constitution, the District of Columbia is allocated 3 electors and treated like a state for purposesof the Electoral College.  Each candidate running for President in your state has his or her own group of Electors.I know the electors are generally chosen by the candidate's politicail party, but state law vary on how the electors are selected and what their responsibilities are .. Also the Presidential election is geld every four years on the Tuesday after the first Monday in November. ","This means that we do not vote directly vote for our new president, but instead vote for electors that vote for a candidate running for office. Though many individuals are in favor of keeping the Electoral College, if kept, it will continue to cause problems in our nation."
296,296,Some people may think this new technology may be an awesome technology ,". The inclusion of present innovations and technology should be included the next generations, as success for them now will lead to future success for all.. Imagine this scenario: a person is faced with the future--new developments that may lead into the next era of technology"
297,297,its a good process and it keeps us from having the problem of elections in which no candidates receives a majority of the votes cast. ,". It does also help release the stress of worrying about a run-off election, and avoids the problem where no candidate receives a majority of votes cast.. Furthermore, The electoral college avoids this problem because it balances the votes by a larger state compared to a smaller state."
298,298,"The things that are wrong with use the electoral college is that is the person gets their votes for thir state the might just win because, the more the people that live there more of the votes that they might get. ","the electoral college is unfair to voters because of the winner-take-all system in each state, candidates don't spend time in states they know they have no chance of winning, focusing only on the tight races in the'swing' states"
299,299,When I get a good grade on my test and it is above 76 I am so happy that  I got a good grade on a test.  The reason I try to make good grades so I can go an stay at my friends house that is another reason I try to make good grades.  Another reason I like to keep my grades up is to be able to go to my moms house and that is one of my favorite places to go and stay. The other reasons I like to keep my grades up is so I don't get intruble so I do not have to do so much at the house and not being able to go fishing with my dad and that is another reason I like to get good grades. Another reason I like to get my grades up is so I can get to go to college. ,". listen to what others have to say in order to make the best decision for yourself.. Encourage students to do better on tests, quizzes, and homework. Require extracurricular activities instead of going home and ""pursuing happiness"" on their phones"
300,300,"I have to tell that the idea of tell us about this cange and for give us the opportunity to let us tell you, our opinion is good. ",Talk to more than one person for their opinion. Talk to multiple people Talk to everyone you can but make sure that you listen to your own opinion. Compliment people who like the idea. Get an award on your book. Get a quote from different people or companies showing their good opinion about your book
301,301,once in a while ytheir are times when popluar vote wins but electoral loses ,There have been to many instances where a presidential candidate has had the popular vote but has lost because he didn't have enough electoral votes. Throughout our nations history the majority vote has lost due to being outvoted when it comes to Electoral Colleges.
302,302,"Taking care of the animals was a great way for me to pass the time and helping my aunt Katie's farm made it alot easier. We arrived in Europe right after the pacific war. After Europe we packed our animals and headed up to Greece. I turned 18 before reaching greece so i was old enough to get drafted into the millitary, But they told me that i should just keep doing what im doing. The sea cowboys program is a great way to do millitary service to. . ","Join the Seagoing Cowboys in taking our adventure ot help people anad places bombed in World War ll. Do you want to take care of horses,young cows,and mules? Well if you do,Join the Se..."
303,303,"if it's gonna lead to a riot or people rising up to the company because of the computers, ""we want regular computers back not the stupid emotional ones anymore!"" u know... i would do the same thing as well.            ","if it's gonna lead to a riot or people rising up to the company because of the computers, ""we want regular computers back not the stupid emotional ones anymore!"" u know... i would do the same thing as well."
304,304,To me I like it if you all would let it be the popular vote not by some college. ,"The Electoral College has helped us a lot, yes, but it is high time we go back to the popularity vote. It would make most citizens, and many potential voters, happier to know that they are accounted for, and we won't have the potential of the popularity winner"
305,305,then i feel lik that would seperte our world even moe ut this time is seperate from eachother from our closest friends and family because they would become our friends and they will become our family. i think if you want to end bulling and family problems etc. then is still not a good idea. like i said this still leads to segragation within ourseleves ,Ask more than one person for advice before making a decision. Ask for advice from multiple people. Ask others for advice. Ask people to help you make a good choice. Ask to take your brother with you to Disney World. Ask other people for advice
306,306,"Most people that I have seen have got into something just to say that they are in not because they want to help they, just want to make their self look good and thats not OK. We can't always force someone to do something they dont want to do. ",Ask for a second opinion. Learn about people's past experiences. Go out of your comfort zone Talk to multiple people. Talk to a friend or close peer. Ask someone to do community service. Ask others to support you.
307,307,"I think that fellow citizens should have the advantages to car usage, because not everyone would feel comfortable ridding around in a bus or a train with lots of other people ","Limiting car usage would be a very helpful thing for everyone, and the world we are surrounded by.. Cars are a great invention but it is not necessary for every individual to have one. Walking and biking are better alternatives. The use of cars has gone through the roof creating problems around the world."
308,308,"Driverless cars could be the next common technology among the human population like computers or phones.  From this, humanity will continue evolving and strive through conflicts similar to this subject.  However, another choice for us, individually is whether or not to accept change.        ",What is the future of driverless cars? Choose your answer from: a). b). c). d). e). f). g). h). iii. j). k). l. m. n.
309,309,"The best arguments in favor is the popular vote, but some canidates still lose from the presidency. ",The Electoral College should be rid of. The process is not democratic and misrepresents voting citizens in more ways than one. If voters were able to directly vote for canidates then more states would actively engage in the campaign
310,310,By not letting kids play sports they will change school to a school that lets them play sports with a c average. ,"being educated. So by not letting kids play sports they will change school to a school that lets them play sports with a c average. context: You should really consider these possibilities for the students future and how it would impact them when they go to collage, get a job, and have a family"
311,311,Policy 2 is an unfair unlike Policy 1 which give us a choice. ,"Policy 2 is unfair to the people because of the ""winner takes all"" system in each state the canidates dont take time in states in which they know have no chances of gaining them any power, they stay in states that are more beneficly to them"
312,312,"Either one is wrong nor right. If I were to see it myself then I would say it looks like an alien's face. If there was some type of other evdience then thats when we know what it is. One clue isnt gonna help as much, unless we were to have more edvidence/ clues ","The author states that scientists figured it was just another Martian mesa when the face appeared. This shows that they have seen things like this before and they knew that it wasn't real, or alien like. Another example that the author proves is that Garvin said it reminded him of Middle Butte"
313,313,The bad thing of this emotion recognition is that students with medical issues that affects their learning because of it affecting them from using technology. ,"Video conferencing and taking online classes with distance learning is not the best thing for students, because of the conflict and problems that come with it. Students should not let the technology of today make them lazy and they should be willing to work hard and diligently"
314,314,People might agree with Car-free day. But i disagree with it. Now i will tell you three why I disagree. ,"""It's a good opportunity to take away stress and lower air pollution,' said businessman Carlos Arturo Plaza as he rode a two-seat bicycle wiht his wife""(Source 3)."
315,315,"Different people have different answers depending on what they mean. one example would be if you asked for a science question, the easiest answer would be... the perpendicularity of the potosytithsis crosses the bisector witch then the kinetic energy will bounce off the radios and hit the diameter witch then will colaps on the pythagerm therom,So now the genetic energy will explode like if it was uranium 232 witch then the servers will connect and create millions of nitros and million of galaxies will explode, all of these thing combined will make the Mississippi river,BUT I'M NOT DONE YET, after that is done the microwaves fusses and make the chemical reaction witch is using thermal energy ,so then the protons,electrons,neutrons,and the nukul s combines witch then you use length times wight and also height. So that brings us back to the question,""when people ask for advice they sometimes talk to more then one person."" So you see that the potato has nine lives and the cat has 1 what is the difference between the two. that one cannot die and the other one can ","Ask multiple people for advice. Ask multiple solutions from multiple people. Ask questions. Ask more trials. Don't pick your favorite person. Use visual demonstration in a classroom. Use emotion in the brain, not the heart. Ask one more person for advice"
316,316,A large state gets more attention from Presidential candidates in a campaign then a small state does. ,"If the president is determined by the most electoral votes, it would make sense that the president would campaign towards larger states with more electoral voters such as California, Texas, and Florida. Why would they spend time trying to appeal to some of the smaller states? This can lead to some states not even seeing the candidate."
317,317,Most  counterclaims to my explanation is swing states ,"Swing states. In Selection Three, it is said that the swing states (or larger ones) ""...are likely to be the most thoughtful voters, on average (and for the further reason that they will have received the most information and attention from the candidates),"" (paragraph 20). Selection Two points out something very important that should be stressed, ""..."
318,318,It also helps the U.S by giving us a president. ,"Electoral College is a process that help the United States over many many years. So my question now is, why are you trying to get rid of it? They made so it a vote from Congress would go towards the President and a popular vote from cictizens. Without the Electroal College barely anyone's vote would be heard and Congess would be making our choice for us."
319,319,"Also, it is possible for worker of the Electoral College to make a mistake in countung the counting the votes and to cause a big confussion in the votes but that is very highly impossible, if not impossible. ",The citizens of America want the electoral college gone and popular vote elections should be what the government is aiming for so we do not have mistakes in our elections and so the U.S. can benefit from actually having a working election process.
320,320,''THE ELECTORAL COLLEGE IS A PROCESS NOT A PLACE THE FOUNDING FATHERS ESTABLISHED IT IN THE CONSTITUTION AS A COMPRIMISE BETWEEN ELECTION OF THE PRESIDENT BY VOTE IN CONGRESS AND ELECTIION OF THE PRESIDENT  BY A POPULAR  VOTE OF QUALIFIED CITIZENS''.THIS PROCESS CONSISTS OF 538 ELECTORS. ALSO EACH CANDIDATE RUNNING FOR PRESIDENT IN YOUR STATEHAS HIS OR HER OWN GROUP OF ELECTORS. ,"The Electoral College is a process, not a place. The founding fathers established it in the Constitution as a compromise between election of the President by a vote in Congress and election of President by popular vote of qualified citizens."
321,321,There was no technology back when the Mona Lisa was made. They had pictures and the picture showed emotion. There are some people that can see the emotions of people and some are herd to see then others. ,A new technology called the Facial Action Coding System (FACS) that enables computers to identify human emotions. This technology is relatively brand new. It creates a 3-D computer model of all fourty-four major muscles in the face that move like human muscles as well. Psychologists have classified six basic emotions that are associated with different movements in the facial mucles. This new technology could result in many benefits in our community as well as all around the world.
322,322,some people can not do some thing like some people can not do sports like working want people some work just there self some teacher don't do activity the principal don't why should the student do some just not that good what. ,Don't make the students do something they don't like.. But some students do not want to do it and some have sports or other things to worry about and I just think it could cause so much stress to students. Do you think every body should do a extracurricular activity? Most people do activities but the school does not run them. A lot of schools dont even host good our a lot of programs. Most activities do not fit every body.
323,323,I'm a scientist and there are some explanation to why this face exsict on both sides ,"The author states that scientists figured it was just another Martian mesa when the face appeared. This shows that they have seen things like this before and they knew that it wasn't real, or alien like. Another example that the author proves is that Garvin said it reminded him of Middle Butte in the Snake River Plain of Idaho."
324,324,think about i kid who like to play sports would only have to do the minimal amount of work to do what they love if u put it up to a B kids who play sports would have to try harder to do what they love that would improve test scores for the school and help a lot of things.  and look at how many kid play sport u could make more sports so more kids would want to join the sports and then more kids would have to try to get better grades to do the sport they love it would also help no child left behind law by improving test scores so u can get better funding for your school and the funds could go to the sports so more people would want to play them so more people would have to get there grades up witch would improve more test scores so u could aford good things for the sch ,Let students with a grade average of a B or higher play sports. Let students who have a C or up be able to participate in extracurricular activities. Let those students have the skills of self-management and creativity that they would develop while designing their own summer projects. Let the students with C and up play sports. Let them have the ability to apply what they learn on the field to when they're off the field. Let people who have D's or below play sports
325,325,The challenge of exploring venus is so one knows what is there. Pluse no one knows anything about it soneone would have to go. Then agian it would take forver to get there and there whould be no air maybe bc its in space. ,"The author of ""The Challenge of Exploring Venus"" makes a claim that although Venus has some exceptionally dangerous conditions, it is worth exploring. They support this claim very well by explaining the importance of going to Venus, and providing a few solutions that might reduce the risk factor of this type of mission"
326,326,"It keeps a steady stream when it comes time to vote because aslong as someone had 270 votes you know thats who will get picked. so why try changing that and have a whole new system put in and then not know what to do when it comes time to vote. And what if the new system dosent work, what if the new way of the voting process messes with the tallys and they come out wrong and no one will get picked, unlike the other way when u know everything will come out right and u know that we will have a president. I think its fair that they have it set at 270 for voting that way everyone havs a chance to vote instead of it being so low that only a few people get to vote before they shut it down because they have reached there number of tallys that they need.  So if they change the number of tallys that a president needs to become president that will be stupid and people will act out on it because they wont think its right, and because the people who didnt vote will not like the fact that they didnt get to put there vote f in before they stoped the voting and because they meet the number that they needed. Its a vote why do they need to title it as a the vote of a president or a popular vote of a president. Why not just vote for there just electors instead of saying vote for your candidate when really you are just voting for the electors. If you are voting for a certin thing there is no reason that u have to re-word it just to vote, if you are voting for something do it the right way instead of changing stuff and making it seem one way when really its the other way. Why should the electoral get just as much as the winning presindent? They are not doing as much as the president  and who is helping him out.. so they should not get the same reword.    ","The Electoral College is the best way of picking the right president and doing it right. But, it is very rare. Some people don't bother voting because of the fact that their vote will have no effect. They have less incentive to pay attention to the campaign than they would have if the president were picked by popular vote."
327,327,"because this nation called the united sates is a democracy it is ruled for the people and by the people, when the government descides to go by the electoral college votes thats not ruling by the people because our nation dosent only consists of 538 electors we each have our own voices. we consists of 50 states all together if the government cant conduct electoral colleges in each state then it shouldnt be around in the first, we the people all have different opinions and outlooks on the universe it shouldnt only be counted for about 538 electors it unfair. and god knows where the electoral colleges are held and if they are being completely fair to everyone their are their all ethnicities from all over the nation, is it normal people that have nine to five jobs so they understand the struggles of an average person making 60,000 dollars a year, or are they picking business men and housewives that live in suburben neighborhoods. The nation have been completely blind sided by these things its just a scapegoat on picking the right president in their eyes and not in the peoples eyes. ","The United States of America is a representative democracy. The citizens choose who they want to lead but those votes aren't truly their own votes. According to Richard A. Posner of source 3, ""...the Electoral College method is not democratic in a modern sense...it is the electors who elect the president, not the people."""
328,328,Luke wants to be a segoing cowboy because he likes to travel the seas and he also likes to be a cowboy. Another reason is because he wants to have fun as a cowboy and he really wants to go travel the seas. He wants to have fun because he never has fun at his house so that is why he wants to have some fun. His house is probably boring so that is also why he wants to go outside and have some fun at the program because he wants to get out of his house and have fun. He wants to go outside and do the program so he can be a cowboy and have fun. ,"Luke Bomberger was a Seagoing Cowboy. He wanted to help animals, mostly horses, donkeys, cows, and mules, that are being shipped overseas to avoid harm get to their destination. Are you thinking that you maight like being part of this program?"
329,329,why make them do something that they wont even enjoy . I f the students don't enjoy what their doing then they wont understand the lesson that they are suppose to learn from the experience. ,Don't force students into doing what they don't want to do. Letting the students create their own projects. Give students the ability to choose their course of work. Encourage students to participate in extracurricular activities. Help students discover their passions and hobbies
330,330,Im all for the values of using this new emotion technology because you tell if people are faking a smile. You can tell because when you fake it you dont use the same muscles as when you really smile. When you fake smile the muscles you use are zygomatic major that make your mouth stretche sideways and the risori. But when you really smile you use the muscles called zygomatic major that begin at your cheek bones and life the corners of your mouth. The other muscle you use is called orbicularis oculi pars palpabraeus which makes crow's-feet around your eyes.  ,". The ability to read the actual emotion and reactions of students in class rooms is extremely valuable because it allows for greater understanding and excitment of a subject, along with the ability to help students be emotionally stable.. New software has been created to determine the facial expressions of students."
331,331,"The software is the latest innovation from prof,Thomas Huang if the Beckman Institute for Advanced Science at the University OF  lllinois.""Some day I want be like him,He is my idol from now. Also If someone ask me who would I want to meet right now,I would say"" I want to meet with Dr. Huang"". ","The software is the latest innovation from prof,Thomas Huang, of the Beckham Institute for Advanvced Science at the University of Illinois, working in collaboration with Prof. Nicu Sebe of the University Of Amsterdam, shows just how recent this technology is. (D'Alto 1). With this in mind, if students were able to be introduced and subject to this technology, there could be future scientist"
332,332,aliens could be on Mars and we would of never knew but they took a photo on the wrong night so they had to go back and see it again ,"I find it highly unrealistic that NASA would even have been able to determine what the Face was forty years ago, much less hiding a discovery of extra-terrestrial life that could make a huge profit for the space program. And, if the vast majority of NASA believed it was an alien monument, do you really think that they would wait eighteen years to investigate the subject again?"
333,333,"Driverless Cars can help people life more easier. Even if it can make the environment much better than before. Because now we have many cars drive on the street and they will have some bad thing to make the environment be bad.  A lot of people, they are smart. They think that in one day, we maybe making computer-diven cars. In fact, this is a smart way to make people llife easier. But this make more and more people to make smarter than this way to make people life easier.  Then they find a new way to developed driver's seats and they have lights. It can help them drive on the road at night and make people to be safety. ",What are the pros and cons of driverless cars and what are the cons of the car's use? Name at least one thing that I think drivers should be aware of before making a decision on a driverless car. Name one other thing that drivers should know about driverless vehicles. Name a few other things that drivers need to know before buying a car.
334,334,"parents wants there kids to go to school because they want there kids to have a better education then, them when there were kids and have a better life. so they don't have to do or find there way around things. parents want there kids to have a easier life. if students don't go to school this there is no reason to even have schools in the first place and just clean the community every day like its a job and don't get paid at all. its better to go to school because when you get to you are paid to go to school. not like its free and you want or you don't want. now this days students, will do anything to get out of class and out of school. students would fly school because they want to give away there one and only chance to find a good job. they would even try to get in trouble and get sent home and there parents don't care if they do that or even if the teacher calls them and say that ur kid however some may say that community is better because it keeps the community a better places to live but some teachers and parents disagree with this because teachers are like your second parents and they want u to go to school then do community service. ",". Putting one-hundred percent of their efforts into academic-related activities, such as studying for exams, doing their homework, etcetera, will help students in the long run.. Some children in other parts of the world do not get to have a choice in how they receive an education, so giving the option does matter."
